 MCnum YEAR/MM/DD HH:00 DOY      In     X11     Y11     Z11  Bscala   Bmagn      Bx      By      Bz    SWtemp  SWdens SWspeed FlPress  PlasmB Dst-ind ICMESC CME_ST CME_EN  MC_ST  MC_EN
  8.00 1998/03/04 14:00  63    0.93    0.19   -0.46   -0.01    7.20    6.80    2.40   -4.00   -5.00    48426.    8.70  387.00    2.36    1.23  -14.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/04 15:00  63    1.05   -0.28   -0.33    0.19    8.50    7.70    2.00   -5.50   -5.00    35648.   12.10  389.00    3.22    1.14  -22.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/04 16:00  63    1.12   -1.17   -0.98    0.16    8.70    7.60    2.40   -1.90   -7.00    22952.   15.40  384.00    3.91    1.28  -28.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/04 17:00  63    1.04   -0.38   -0.71    0.25    9.90    9.90    0.70    7.00   -6.90    11969.   13.60  387.00    3.51    0.81  -35.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/04 18:00  63    1.00   -0.38   -0.51   -0.17   10.00   10.00    0.10    7.80   -6.30    12660.   14.20  382.00    3.54    0.83  -36.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/04 19:00  63    0.73   -0.46   -0.61    0.00   10.00   10.00   -1.00    9.50   -2.80    12941.   13.40  374.00    3.56    0.79  -32.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/04 20:00  63    0.81   -0.51   -0.37   -0.27    9.70    9.70   -1.50    8.50   -4.30    12110.   13.80  371.00    3.35    0.86  -27.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/04 21:00  63    0.74   -0.73   -0.41   -0.32    9.80    9.70   -1.50    7.50   -6.00    11748.   11.80  367.00    3.12    0.72  -27.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/04 22:00  63    0.71   -0.44   -0.50   -0.35    9.80    9.70   -1.80    8.10   -5.10    17460.   10.90  363.00    3.01    0.69  -29.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/04 23:00  63    0.58   -0.30   -0.27   -0.17    9.80    9.50   -1.70    9.10   -2.30    20461.   10.60  361.00    3.18    0.68  -26.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/04 24:00  63    0.33    0.05   -0.30   -0.61    9.80    9.50   -2.30    9.10   -1.00    24860.   12.10  359.00    3.41    0.80  -17.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/05 01:00  64    0.30    0.07   -0.16   -0.60   10.40   10.30   -2.00    9.60   -3.20    26978.   12.00  360.00    3.30    0.72  -12.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/05 02:00  64    0.20   -0.04   -0.21   -0.39   10.30    9.90   -2.30    9.50   -1.90    27711.   12.50  365.00    3.47    0.77  -12.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/05 03:00  64    0.25    0.04   -0.33   -0.14   10.90   10.60   -2.90    9.80   -2.70    18289.   11.20  364.00    2.97    0.58  -14.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/05 04:00  64    0.20   -0.23   -0.59   -0.42   11.10   11.10   -2.50   10.50   -2.30    13316.   11.00  361.00    2.87    0.53  -12.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/05 05:00  64    0.18   -0.07   -0.38   -0.03   11.10   11.10   -2.10   10.60   -2.50    12055.   12.20  362.00    3.43    0.58   -9.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/05 06:00  64    0.25   -0.00   -0.43   -0.03   11.30   11.30   -2.70   10.70   -2.50    11895.   12.90  357.00    3.55    0.59   -9.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/05 07:00  64    0.14    0.13   -0.58   -0.28   11.40   11.20   -2.90   10.30   -3.40    10144.   14.80  353.00    4.18    0.66  -10.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/05 08:00  64    0.23   -0.06   -0.43   -0.23   11.20   11.10   -3.50   10.50   -1.40    10129.   17.80  350.00    4.65    0.82   -8.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/05 09:00  64    0.40    0.00   -0.41   -0.34   11.40   10.60   -2.50   10.00   -2.40    13110.   17.30  352.00    4.38    0.78   -6.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/05 10:00  64    0.29    0.10   -0.41   -0.50   11.90   11.80   -3.80   11.10    1.40     9592.   13.70  351.00    3.92    0.56   -5.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/05 11:00  64    0.25    0.24   -0.48    0.09   12.30   12.20   -4.70   11.10    1.90     7594.   13.10  346.00    3.65    0.49   -1.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/05 12:00  64    0.30    0.13   -0.44   -0.53   12.30   12.30   -4.90   11.00    2.60     7127.   11.90  344.00    3.15    0.44    2.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/05 13:00  64    0.30    0.12   -0.16   -0.44   12.50   12.50   -5.20   10.70    3.70     7871.   10.60  342.00    2.93    0.38    3.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/05 14:00  64    0.29   -0.00   -0.19   -0.01   12.70   12.70   -5.60    9.50    6.30     7995.    7.20  337.00    1.86    0.25   -2.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/05 15:00  64    0.32    0.24   -0.14    0.02   12.70   12.60   -6.00    9.70    5.40     7736.    5.80  336.00    1.50    0.20   -7.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/05 16:00  64    0.38    0.42   -0.36   -0.11   12.50   12.40   -6.70    8.10    6.60     7500.    5.30  333.00    1.40    0.19   -8.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/05 17:00  64    0.48    0.41   -0.14   -0.11   12.20   12.20   -6.10    6.90    7.90     8111.    4.90  334.00    1.26    0.19   -8.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/05 18:00  64    0.60    0.09   -0.11   -0.05   11.90   11.90   -5.60    6.70    8.10     9034.    3.80  336.00    0.96    0.15   -7.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/05 19:00  64    0.77    0.09    0.07   -0.14   11.50   11.50   -5.20    6.60    7.90     8770.    5.00  328.00    1.27    0.22   -6.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/05 20:00  64    0.73    0.21   -0.17   -0.17   11.40   11.30   -4.80    7.00    7.50     8199.    5.00  325.00    1.17    0.22   -6.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/05 21:00  64    0.70    0.16    0.05   -0.01   10.80   10.80   -4.90    6.20    7.30     9438.    7.80  324.00    1.82    0.38   -2.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/05 22:00  64    0.59    0.29    0.02   -0.20   10.00    9.90   -4.50    4.60    7.50     9019.   17.30  321.00    4.24    0.99    8.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/05 23:00  64    0.57   -0.16   -0.36   -0.35    9.60    9.60   -2.00    1.00    9.30    10108.   39.30  323.00    8.52    2.46   24.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/05 24:00  64    0.58    0.38   -0.46   -0.31    9.20    9.10   -2.30    1.10    8.80    12316.   27.80  323.00    5.48    1.92   20.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/06 01:00  65    0.52   -0.03    0.01   -0.37    9.00    9.00   -2.40    0.40    8.70    11632.   31.80  321.00    7.03    2.29   22.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/06 02:00  65    0.35    0.25    0.07   -0.17    9.40    9.40   -3.30    1.30    8.70    11941.   22.80  318.00    4.67    1.51   12.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/06 03:00  65    0.29    0.05   -0.02   -0.12    9.10    9.10   -3.50    1.90    8.20    11636.   20.30  315.00    4.32    1.43    9.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/06 04:00  65    0.13    0.13   -0.16   -0.26    7.30    7.20   -2.60    1.40    6.50    11811.   33.80  311.00    6.94    3.70   18.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/06 05:00  65    0.30   -0.09   -0.51   -0.08    7.40    7.20   -0.70   -1.60    7.00    19323.   15.50  318.00    2.84    1.74    7.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/06 06:00  65    0.19    0.12   -0.43   -0.10    7.20    7.20   -2.40    0.40    6.70    21808.   14.90  330.00    2.89    1.80    8.00  99999 -99999  99999 -99999  99999
  8.00 1998/03/06 07:00  65    0.19    0.14   -0.12   -0.27    8.20    8.00   -2.90    1.00    7.40    23028.   11.80  326.00    2.26    1.11    7.00  99999 -99999  99999 -99999 -99999
- - - - - - - - - - - - - - - - - - - - - - - -
 12.00 1998/06/02 12:00 153   -1.46    0.34   -0.06   -0.33    8.60    7.80    3.00    6.10   -3.80    35919.    7.50  413.00    2.20    0.69    5.00  99999  99999  99999 -99999  99999
 12.00 1998/06/02 13:00 153   -1.16    0.11   -0.22   -0.42   11.10   11.00    3.30   10.30   -2.20    30238.    5.70  407.00    1.61    0.31   -1.00  99999  99999  99999 -99999  99999
 12.00 1998/06/02 14:00 153   -0.94    0.05   -0.32   -0.65   12.00   11.80    3.30   11.20    1.90    34492.    6.40  406.00    1.80    0.30    0.00  99999  99999  99999 -99999  99999
 12.00 1998/06/02 15:00 153   -0.99   -0.23   -0.32   -0.60   11.60   11.50    1.70   10.10    5.20    34342.    7.20  405.00    2.00    0.36    3.00  99999  99999  99999 -99999  99999
 12.00 1998/06/02 16:00 153   -1.01   -0.11    0.06   -0.78   10.60   10.40    1.10    8.10    6.50    31832.    8.00  401.00    2.18    0.47    3.00  99999  99999  99999 -99999  99999
 12.00 1998/06/02 17:00 153   -1.19   -0.22    0.25   -0.71    9.20    9.10   -2.40    4.50    7.50    48703.    8.50  393.00    2.25    0.74    5.00  99999  99999  99999 -99999 -99999
 12.00 1998/06/02 18:00 153   -1.28   -0.29   -0.02   -0.70    8.60    7.90   -2.80    2.60    6.90    56139.    7.90  391.00    2.07    0.82    4.00  99999  99999  99999 -99999 -99999
 12.00 1998/06/02 19:00 153   -1.29   -0.04   -0.31   -0.75    7.90    7.70    2.80    5.90    4.20    44441.    6.60  389.00    1.72    0.76    3.00  99999  99999 -99999 -99999 -99999
 12.00 1998/06/02 20:00 153   -1.49    0.31   -0.14   -0.43    7.00    6.90    3.30    5.40    2.80    39541.    5.60  387.00    1.45    0.80   -1.00  99999  99999 -99999 -99999 -99999
 12.00 1998/06/02 21:00 153   -1.29    0.28   -0.10   -0.25    5.70    5.00   -1.90    3.20    3.40    94897.    4.50  376.00    1.18    1.29   -1.00  99999  99999 -99999 -99999 -99999
 12.00 1998/06/02 22:00 153   -1.42   -0.11   -0.03   -0.61    4.90    4.30   -4.30    0.10    0.10   153909.    3.40  426.00    1.15    1.66    0.00  99999  99999 -99999 -99999 -99999
 12.00 1998/06/02 23:00 153   -1.46   -0.01   -0.08   -0.50    5.30    5.10   -3.00   -2.50   -3.20    63445.    2.70  431.00    0.95    0.77   -1.00  99999  99999 -99999 -99999 -99999
 12.00 1998/06/02 24:00 153   -1.37   -0.08   -0.09   -0.11    4.30    3.90   -2.50    2.70    1.30    89461.    3.30  425.00    1.12    1.62   -3.00  99999  99999 -99999 -99999 -99999
- - - - - - - - - - - - - - - - - - - - - - - -
 20.00 1998/08/20 09:00 232   -2.11    0.01   -0.29   -0.15    7.00    6.90    2.80   -2.10   -6.00    52595.   29.10  340.00    5.82    4.47   -6.00  99999  99999  99999 -99999  99999
 20.00 1998/08/20 10:00 232   -2.11    0.35   -0.30   -0.09   11.20   11.10    4.00   -0.90  -10.30    55878.   13.60  341.00    2.91    0.83  -21.00  99999  99999  99999 -99999  99999
 20.00 1998/08/20 11:00 232   -1.94    0.41   -0.52   -0.41   13.70   13.60    5.70   -1.20  -12.30    74295.    5.10  341.00    1.09    0.23  -31.00  99999  99999  99999 -99999  99999
 20.00 1998/08/20 12:00 232   -1.75    0.43   -0.28   -0.08   13.40   13.40    5.90   -1.90  -11.80    89052.    5.80  341.00    1.26    0.29  -35.00  99999  99999  99999 -99999  99999
 20.00 1998/08/20 13:00 232   -1.88    0.49    0.03    0.05   13.70   13.70    5.70   -5.20  -11.20    69257.    6.90  333.00    1.43    0.30  -38.00  99999  99999  99999 -99999  99999
 20.00 1998/08/20 14:00 232   -1.85    0.41    0.08    0.07   14.00   13.80    6.40   -4.70  -11.30    48391.    7.30  326.00    1.52    0.27  -35.00  99999  99999  99999 -99999  99999
 20.00 1998/08/20 15:00 232   -1.76    0.17   -0.10   -0.27   14.40   14.30    7.10   -2.30  -12.20    32179.    8.00  330.00    1.75    0.26  -36.00  99999  99999  99999 -99999  99999
 20.00 1998/08/20 16:00 232   -1.90    0.18    0.16   -0.04   15.00   14.90    6.70   -4.30  -12.60    14125.   10.10  336.00    2.42    0.27  -41.00  99999  99999  99999 -99999  99999
 20.00 1998/08/20 17:00 232   -1.98    0.43   -0.14    0.08   15.70   15.70    6.70   -5.50  -13.10     9990.   10.70  342.00    2.55    0.25  -48.00  99999  99999  99999 -99999  99999
 20.00 1998/08/20 18:00 232   -2.24    0.66   -0.25    0.17   15.30   15.30    6.70   -6.50  -12.10    19108.   11.80  339.00    2.94    0.31  -52.00  99999  99999  99999 -99999  99999
 20.00 1998/08/20 19:00 232   -2.29    0.23   -0.06    0.07   15.70   15.60    8.30   -7.40  -11.00    28455.   10.40  338.00    2.83    0.28  -61.00  99999  99999  99999 -99999  99999
 20.00 1998/08/20 20:00 232   -2.29    0.05    0.11   -0.43   15.80   15.80    9.00   -9.20   -9.20    32031.    9.60  338.00    2.51    0.26  -66.00  99999  99999  99999 -99999  99999
 20.00 1998/08/20 21:00 232   -2.30   -0.36   -0.13   -0.13   16.70   16.60    9.00  -10.20   -9.60    34529.    7.10  335.00    1.70    0.17  -67.00  99999  99999  99999 -99999  99999
 20.00 1998/08/20 22:00 232   -2.35   -0.34   -0.59   -0.29   17.00   17.00    9.70  -11.20   -8.30    30088.    7.30  330.00    1.77    0.17  -63.00  99999  99999  99999 -99999  99999
 20.00 1998/08/20 23:00 232   -2.27   -0.61   -0.87    0.14   17.10   17.10    9.50  -12.40   -6.80    34653.    7.60  327.00    1.75    0.18  -57.00  99999  99999  99999 -99999  99999
 20.00 1998/08/20 24:00 232   -1.90   -0.55    0.25   -0.21   16.90   16.80    8.90  -13.50   -4.90    39185.    8.60  323.00    1.94    0.21  -49.00  99999  99999  99999 -99999  99999
 20.00 1998/08/21 01:00 233   -2.00   -0.10   -0.30   -0.01   16.50   16.40    7.30  -14.70   -0.80    25833.    9.00  323.00    1.75    0.21  -40.00  99999  99999  99999 -99999  99999
 20.00 1998/08/21 02:00 233   -1.97   -0.11   -0.00    0.29   16.10   16.10    4.70  -14.90    3.70    27994.    6.70  314.00    1.24    0.17  -26.00  99999  99999  99999 -99999  99999
 20.00 1998/08/21 03:00 233   -2.03    0.22    0.17    0.23   15.50   15.50    4.00  -14.20    4.90    26836.    4.80  315.00    0.88    0.13  -22.00  99999  99999  99999 -99999  99999
 20.00 1998/08/21 04:00 233   -2.41    0.15   -0.39   -0.32   15.00   15.00    3.30  -13.90    4.30    59728.    5.60  315.00    1.11    0.19  -19.00  99999  99999  99999 -99999  99999
 20.00 1998/08/21 05:00 233   -2.26   -0.19   -0.06    0.46   14.00   13.90    3.10  -12.70    4.90    59583.    5.10  315.00    1.02    0.20  -19.00  99999  99999  99999 -99999  99999
 20.00 1998/08/21 06:00 233   -2.59   -0.08   -0.34    0.01   13.90   13.50    3.30  -12.40    4.40    58811.    6.80  318.00    1.39    0.27  -15.00  99999  99999  99999 -99999  99999
 20.00 1998/08/21 07:00 233   -2.64    0.21   -0.41   -0.08   14.20   14.10    0.80  -11.90    7.60    37483.    5.80  324.00    1.46    0.20  -14.00  99999  99999  99999 -99999  99999
 20.00 1998/08/21 08:00 233   -2.67    0.01   -0.51   -0.28   13.20   13.10   -0.60   -9.70    8.80    36596.    5.40  306.00    1.25    0.21  -13.00  99999  99999  99999 -99999  99999
 20.00 1998/08/21 09:00 233   -2.54   -0.00   -0.31   -0.20   12.20   12.20   -2.80   -7.90    8.80    22839.    6.30  306.00    1.20    0.27  -13.00  99999  99999  99999 -99999  99999
 20.00 1998/08/21 10:00 233   -2.46   -0.19   -0.11    0.01   12.20   12.20   -4.00   -7.50    8.80    20847.    6.10  297.00    1.09    0.25  -14.00  99999  99999  99999 -99999  99999
 20.00 1998/08/21 11:00 233   -2.54   -0.33    0.39   -0.12   11.80   11.80   -4.00   -5.90    9.40    20549.    5.40  306.00    1.01    0.24  -15.00  99999  99999  99999 -99999  99999
 20.00 1998/08/21 12:00 233   -2.38   -0.27   -0.49    0.51   11.00   10.90   -5.20   -5.00    8.10    23086.    6.40  306.00    1.18    0.33  -15.00  99999  99999  99999 -99999  99999
 20.00 1998/08/21 13:00 233   -2.56    0.21    0.32    0.48   10.50   10.40   -5.20   -5.20    7.40    28712.    6.60  302.00    1.20    0.39  -14.00  99999  99999  99999 -99999  99999
 20.00 1998/08/21 14:00 233   -2.48   -0.21   -0.57    0.25   10.10   10.00   -5.60   -5.40    6.30    27459.    6.40  296.00    1.12    0.41  -13.00  99999  99999  99999 -99999  99999
 20.00 1998/08/21 15:00 233   -2.29   -0.32   -0.15    0.17   10.20   10.20   -5.90   -4.10    7.30    25233.    5.90  293.00    1.05    0.36  -13.00  99999  99999  99999 -99999  99999
 20.00 1998/08/21 16:00 233   -2.33    0.18   -0.83    0.21    9.80    9.70   -5.00   -3.00    7.70    25351.    5.70  293.00    1.01    0.38  -13.00  99999  99999  99999 -99999  99999
 20.00 1998/08/21 17:00 233   -2.44    0.05   -0.42    0.19    9.50    9.50   -4.40   -3.20    7.80    24568.    5.70  294.00    1.01    0.40   -7.00  99999  99999  99999 -99999  99999
 20.00 1998/08/21 18:00 233   -2.46    0.11   -0.57    0.28    9.20    9.20   -5.30   -1.80    7.30    24336.    5.60  295.00    1.01    0.42   -7.00  99999  99999  99999 -99999  99999
 20.00 1998/08/21 19:00 233   -2.64    0.33   -0.40    0.22    8.80    8.80   -4.90   -0.30    7.30    24631.    5.30  292.00    0.93    0.44   -7.00  99999  99999  99999 -99999  99999
 20.00 1998/08/21 20:00 233   -2.57    0.22   -0.22   -0.23    8.20    8.10   -3.60    1.00    7.20    25995.    5.60  287.00    0.96    0.53   -6.00  99999  99999  99999 -99999 -99999
- - - - - - - - - - - - - - - - - - - - - - - -
 26.00 1999/01/13 17:00  13    1.70    0.08   -0.43   -0.22   17.20   17.10   -1.90    6.30  -15.70    34166.   16.00  415.00    5.10    0.37  -22.00  99999  99999  99999 -99999  99999
 26.00 1999/01/13 18:00  13    1.95   -0.44   -0.35   -0.29   17.50   17.50   -2.20    8.00  -15.40    26000.   19.80  412.00    6.49    0.42  -52.00  99999  99999  99999 -99999  99999
 26.00 1999/01/13 19:00  13    2.07   -0.49   -0.47   -0.50   18.70   18.50   -2.30    9.70  -15.60    21216.   17.00  418.00    6.05    0.30  -86.00  99999  99999  99999 -99999  99999
 26.00 1999/01/13 20:00  13    2.00   -0.46   -0.78   -0.49   18.70   18.60   -2.60   12.50  -13.50    25410.   17.30  416.00    6.26    0.32 -102.00  99999  99999  99999 -99999  99999
 26.00 1999/01/13 21:00  13    1.95   -0.39   -0.69   -0.70   18.00   17.60   -2.10   13.60  -11.00    40346.   22.90  417.00    7.90    0.50 -107.00  99999  99999  99999 -99999  99999
 26.00 1999/01/13 22:00  13    1.87   -0.38   -0.45   -0.78   17.90   16.70   -0.80   10.10  -13.30    50476.   26.30  425.00    9.62    0.61 -106.00  99999  99999  99999 -99999  99999
 26.00 1999/01/13 23:00  13    1.69    0.00    0.34   -1.64   18.20   15.70    0.60    6.60  -14.20    74727.   21.10  422.00    7.78    0.54 -105.00  99999  99999  99999 -99999 -99999
 26.00 1999/01/13 24:00  13    1.95   -0.15   -0.02   -0.56   17.90   17.50    2.00   12.70   11.80   129105.   13.70  419.00    4.63    0.46 -112.00  99999  99999 -99999 -99999 -99999
- - - - - - - - - - - - - - - - - - - - - - - -
 27.00 1999/02/18 15:00  49   -5.76   -0.48   -1.49    0.09   14.40   13.70   11.40    5.10   -5.70    84350.    5.50  674.00    6.11    0.23 -121.00  99999  99999  99999 -99999  99999
 27.00 1999/02/18 16:00  49   -6.28   -0.15   -1.46   -0.08   14.00   13.90   13.40    3.50    0.80    90962.    5.80  671.00    7.55    0.27 -109.00  99999  99999  99999 -99999  99999
 27.00 1999/02/18 17:00  49   -6.32   -0.38   -1.30    0.04   13.00   12.80   12.20   -0.30   -3.80    33391.    3.90  670.00    4.34    0.16 -112.00  99999  99999  99999 -99999  99999
 27.00 1999/02/18 18:00  49   -6.63    0.41   -1.16   -0.41   12.40   12.30   11.80   -2.00   -2.80    25462.    2.40  664.00    2.78    0.10 -123.00  99999  99999  99999 -99999  99999
 27.00 1999/02/18 19:00  49   -6.73    0.58   -1.08   -0.87   12.00   11.90   11.10   -3.60   -2.80    20159.    2.70  653.00    2.99    0.12 -112.00  99999  99999  99999 -99999  99999
 27.00 1999/02/18 20:00  49   -6.68    0.48   -0.45   -0.75   11.50   11.50   10.10   -4.60   -3.00    20892.    2.70  643.00    2.89    0.13 -108.00  99999  99999  99999 -99999  99999
 27.00 1999/02/18 21:00  49   -6.35    0.24    0.22   -0.62   11.10   11.00    9.10   -5.50   -2.90    38861.    3.30  628.00    2.95    0.19 -109.00  99999  99999  99999 -99999  99999
 27.00 1999/02/18 22:00  49   -6.11   -0.32    0.02   -0.41   10.80   10.80    9.10   -4.10   -4.10    28867.    3.80  621.00    3.23    0.21  -97.00  99999  99999  99999 -99999  99999
 27.00 1999/02/18 23:00  49   -5.64   -0.20    0.00   -0.46   10.50   10.50    9.00   -3.70   -4.10    31121.    3.60  610.00    2.71    0.22 -106.00  99999  99999  99999 -99999  99999
 27.00 1999/02/18 24:00  49   -5.67   -0.15   -0.50   -0.76   10.20   10.00    8.30   -3.80   -4.10    34019.    2.70  606.00    1.98    0.18 -102.00  99999  99999  99999 -99999  99999
 27.00 1999/02/19 01:00  50   -5.73    0.13    0.14   -1.22    9.40    9.40    6.40   -2.30   -6.40    25362.    2.50  593.00    1.84    0.18 -101.00  99999  99999  99999 -99999  99999
 27.00 1999/02/19 02:00  50   -5.81    0.63    0.19   -0.77    8.80    8.80    6.30   -2.40   -5.60    40487.    1.70  588.00    1.26    0.15 -106.00  99999  99999  99999 -99999  99999
 27.00 1999/02/19 03:00  50   -5.77    0.44   -0.13   -0.54    8.30    8.30    6.10   -2.30   -5.20    59428.    1.60  589.00    1.18    0.18 -100.00  99999  99999  99999 -99999  99999
 27.00 1999/02/19 04:00  50   -5.60    0.26    0.11   -0.56    8.00    8.00    5.10   -1.80   -5.90    57791.    1.30  581.00    0.92    0.16 -100.00  99999  99999  99999 -99999  99999
 27.00 1999/02/19 05:00  50   -5.27   -0.07   -0.24   -0.86    7.80    7.80    5.30   -2.20   -5.30    51682.    1.50  578.00    1.07    0.18  -96.00  99999  99999  99999 -99999  99999
 27.00 1999/02/19 06:00  50   -4.89   -0.27   -0.41   -0.85    7.70    7.70    5.40   -2.40   -4.90    56828.    1.40  569.00    0.97    0.18  -96.00  99999  99999  99999 -99999  99999
 27.00 1999/02/19 07:00  50   -4.54   -0.35    0.05   -1.17    7.40    7.40    4.90   -2.70   -4.90    65108.    1.30  556.00    0.86    0.19  -96.00  99999  99999  99999 -99999  99999
 27.00 1999/02/19 08:00  50   -4.29   -0.46   -0.23   -0.74    6.90    6.80    4.30   -2.80   -4.40    71163.    1.40  533.00    0.87    0.24  -83.00  99999  99999  99999 -99999  99999
 27.00 1999/02/19 09:00  50   -3.96   -0.37   -0.25   -0.37    6.30    5.70    2.20   -1.10   -5.20    72154.    2.00  543.00    1.28    0.42  -88.00  99999  99999  99999 -99999  99999
 27.00 1999/02/19 10:00  50   -3.69   -0.37   -0.57   -0.80    6.20    5.40    1.80   -1.10   -5.00    68649.    3.00  555.00    1.98    0.64  -86.00  99999  99999  99999 -99999  99999
 27.00 1999/02/19 11:00  50   -3.51   -0.19   -0.51   -0.71    6.20    5.80    1.90   -1.70   -5.20    66219.    2.70  551.00    1.72    0.57  -71.00  99999  99999  99999 -99999  99999
 27.00 1999/02/19 12:00  50   -3.21   -0.01   -0.20   -0.80    6.00    5.80    1.10   -1.30   -5.60   112849.    3.10  550.00    1.84    0.86  -78.00  99999  99999  99999 -99999 -99999
- - - - - - - - - - - - - - - - - - - - - - - -
 36.00 1999/08/08 19:00 220    2.36   -0.08   -0.28   -0.50    5.50    5.40   -2.80    2.70   -3.70    51474.    2.00  380.00    0.54    0.49  -15.00 -99999  99999  99999 -99999  99999
 36.00 1999/08/08 20:00 220    2.44   -0.12   -0.37   -0.33    7.20    6.80   -2.60    4.00   -4.90    65342.    2.80  407.00    0.86    0.44  -19.00 -99999  99999  99999 -99999  99999
 36.00 1999/08/08 21:00 220    2.43   -0.20   -0.26   -0.53    7.30    6.70   -2.20    3.90   -4.90    53929.    3.30  404.00    0.98    0.47  -23.00 -99999 -99999  99999 -99999  99999
 36.00 1999/08/08 22:00 220    2.40   -0.14   -0.41   -0.16    7.40    7.30   -0.30    3.90   -6.10    34172.    4.40  414.00    1.37    0.54  -23.00 -99999 -99999  99999 -99999  99999
 36.00 1999/08/08 23:00 220    2.41   -0.04   -0.60   -0.08    7.50    7.30   -1.20    4.50   -5.60    36676.    4.50  401.00    1.31    0.55  -24.00 -99999 -99999  99999 -99999  99999
 36.00 1999/08/08 24:00 220    2.32   -0.00   -0.36   -0.14    8.00    7.80   -0.90    1.20   -7.70    29842.    4.80  409.00    1.46    0.49  -25.00 -99999 -99999  99999 -99999  99999
 36.00 1999/08/09 01:00 221    2.39   -0.05   -0.25   -0.15    8.40    8.30    0.40    4.00   -7.20    16713.    3.60  416.00    1.14    0.31  -35.00 -99999 -99999  99999 -99999  99999
 36.00 1999/08/09 02:00 221    2.27   -0.11   -0.47   -0.06    8.20    8.00    1.60    6.20   -4.90    20455.    5.60  415.00    1.79    0.52  -42.00 -99999 -99999  99999 -99999  99999
 36.00 1999/08/09 03:00 221    2.08   -0.25   -0.71    0.08    7.70    7.40    1.90    7.20    0.00    24505.    6.90  414.00    2.23    0.74  -44.00 -99999 -99999  99999 -99999  99999
 36.00 1999/08/09 04:00 221    1.85   -0.19   -0.53   -0.02    8.90    8.60    3.70    7.70   -1.10    18408.    3.90  408.00    1.17    0.30  -41.00 -99999 -99999  99999 -99999  99999
 36.00 1999/08/09 05:00 221    1.75   -0.03   -0.56   -0.28    9.20    8.80    2.10    8.50    1.00    15967.    2.80  404.00    0.82    0.20  -36.00 -99999 -99999  99999 -99999  99999
 36.00 1999/08/09 06:00 221    1.65    0.26   -0.50   -0.09    8.60    8.10   -0.40    4.00   -7.10    22564.    5.00  394.00    1.39    0.42  -27.00 -99999 -99999  99999 -99999  99999
 36.00 1999/08/09 07:00 221    1.88    0.14   -0.57   -0.53    8.40    7.50   -0.30    0.30   -7.50    34521.    6.80  395.00    1.89    0.65  -35.00 -99999 -99999  99999 -99999  99999
 36.00 1999/08/09 08:00 221    2.05   -0.03   -0.65   -0.52    7.60    7.10   -1.20   -0.40   -7.00    33034.   11.60  390.00    3.09    1.35  -34.00 -99999 -99999  99999 -99999  99999
 36.00 1999/08/09 09:00 221    2.19   -0.36   -0.47   -0.43    7.60    7.00   -1.30    1.00   -6.80    31931.   11.90  387.00    3.31    1.37  -33.00 -99999 -99999  99999 -99999  99999
 36.00 1999/08/09 10:00 221    2.26   -0.28   -0.58   -0.08    7.50    7.40   -1.00    2.50   -6.80    24934.   13.60  385.00    3.91    1.54  -35.00 -99999 -99999  99999 -99999  99999
